"date","region","region_original","hospitalization","icu"
2021-11-01,"CAN","CAN",2658,646
2021-11-01,"BC","BC",591,155
2021-11-01,"AB","AB",945,180
2021-11-01,"ON","ON",267,133
2021-11-01,"QC","QC",311,67
2021-11-01,"NS","NS",10,0
2021-11-01,"NB","NB",36,13
2021-11-01,"MB","MB",123,25
2021-11-01,"PE","PEI",0,0
2021-11-01,"SK","SK",226,54
2021-11-01,"NL","NL",1,0
2021-11-01,"NT","NT",78,19
2021-11-01,"YT","YT",70,0
2021-11-01,"NU","NU",0,0
2021-11-03,"CAN","CAN",2685,627
2021-11-03,"BC","BC",591,155
2021-11-03,"AB","AB",850,159
2021-11-03,"ON","ON",374,137
2021-11-03,"QC","QC",318,70
2021-11-03,"NS","NS",8,0
2021-11-03,"NB","NB",38,14
2021-11-03,"MB","MB",123,25
2021-11-03,"PE","PEI",0,0
2021-11-03,"SK","SK",222,48
2021-11-03,"NL","NL",1,0
2021-11-03,"NT","NT",80,19
2021-11-03,"YT","YT",80,0
2021-11-03,"NU","NU",0,0
2021-11-05,"CAN","CAN",2615,570
2021-11-05,"BC","BC",568,130
2021-11-05,"AB","AB",823,146
2021-11-05,"ON","ON",364,130
2021-11-05,"QC","QC",304,63
2021-11-05,"NS","NS",9,1
2021-11-05,"NB","NB",30,12
2021-11-05,"MB","MB",139,24
2021-11-05,"PE","PEI",0,0
2021-11-05,"SK","SK",210,45
2021-11-05,"NL","NL",1,0
2021-11-05,"NT","NT",80,19
2021-11-05,"YT","YT",87,0
2021-11-05,"NU","NU",0,0
2021-11-08,"CAN","CAN",2321,545
2021-11-08,"BC","BC",570,129
2021-11-08,"AB","AB",801,141
2021-11-08,"ON","ON",232,127
2021-11-08,"QC","QC",273,48
2021-11-08,"NS","NS",9,1
2021-11-08,"NB","NB",24,9
2021-11-08,"MB","MB",139,24
2021-11-08,"PE","PEI",0,0
2021-11-08,"SK","SK",191,47
2021-11-08,"NL","NL",1,0
2021-11-08,"NT","NT",79,19
2021-11-08,"YT","YT",2,0
2021-11-08,"NU","NU",0,0
2021-11-11,"CAN","CAN",2349,526
2021-11-11,"BC","BC",521,117
2021-11-11,"AB","AB",705,123
2021-11-11,"ON","ON",383,132
2021-11-11,"QC","QC",265,45
2021-11-11,"NS","NS",10,1
2021-11-11,"NB","NB",28,11
2021-11-11,"MB","MB",167,26
2021-11-11,"PE","PEI",0,0
2021-11-11,"SK","SK",187,52
2021-11-11,"NL","NL",2,0
2021-11-11,"NT","NT",79,19
2021-11-11,"YT","YT",2,0
2021-11-11,"NU","NU",0,0
2021-11-15,"CAN","CAN",2156,517
2021-11-15,"BC","BC",508,124
2021-11-15,"AB","AB",664,110
2021-11-15,"ON","ON",279,141
2021-11-15,"QC","QC",244,42
2021-11-15,"NS","NS",11,1
2021-11-15,"NB","NB",32,12
2021-11-15,"MB","MB",168,23
2021-11-15,"PE","PEI",0,0
2021-11-15,"SK","SK",168,45
2021-11-15,"NL","NL",1,0
2021-11-15,"NT","NT",79,19
2021-11-15,"YT","YT",2,0
2021-11-15,"NU","NU",0,0
2021-11-17,"CAN","CAN",2231,501
2021-11-17,"BC","BC",474,107
2021-11-17,"AB","AB",619,101
2021-11-17,"ON","ON",407,133
2021-11-17,"QC","QC",242,47
2021-11-17,"NS","NS",24,7
2021-11-17,"NB","NB",36,14
2021-11-17,"MB","MB",177,31
2021-11-17,"PE","PEI",0,0
2021-11-17,"SK","SK",171,42
2021-11-17,"NL","NL",0,0
2021-11-17,"NT","NT",79,19
2021-11-17,"YT","YT",2,0
2021-11-17,"NU","NU",0,0
2021-11-19,"CAN","CAN",2133,478
2021-11-19,"BC","BC",465,110
2021-11-19,"AB","AB",592,94
2021-11-19,"ON","ON",397,128
2021-11-19,"QC","QC",246,45
2021-11-19,"NS","NS",24,7
2021-11-19,"NB","NB",44,16
2021-11-19,"MB","MB",127,20
2021-11-19,"PE","PEI",0,0
2021-11-19,"SK","SK",157,39
2021-11-19,"NL","NL",0,0
2021-11-19,"NT","NT",79,19
2021-11-19,"YT","YT",2,0
2021-11-19,"NU","NU",0,0
2021-11-22,"CAN","CAN",2007,480
2021-11-22,"BC","BC",467,109
2021-11-22,"AB","AB",589,93
2021-11-22,"ON","ON",269,133
2021-11-22,"QC","QC",246,45
2021-11-22,"NS","NS",24,7
2021-11-22,"NB","NB",50,18
2021-11-22,"MB","MB",127,20
2021-11-22,"PE","PEI",0,0
2021-11-22,"SK","SK",150,36
2021-11-22,"NL","NL",0,0
2021-11-22,"NT","NT",79,19
2021-11-22,"YT","YT",6,0
2021-11-22,"NU","NU",0,0
2021-11-24,"CAN","CAN",2159,487
2021-11-24,"BC","BC",460,115
2021-11-24,"AB","AB",569,94
2021-11-24,"ON","ON",426,137
2021-11-24,"QC","QC",257,46
2021-11-24,"NS","NS",25,7
2021-11-24,"NB","NB",63,18
2021-11-24,"MB","MB",124,17
2021-11-24,"PE","PEI",0,0
2021-11-24,"SK","SK",149,34
2021-11-24,"NL","NL",1,0
2021-11-24,"NT","NT",79,19
2021-11-24,"YT","YT",6,0
2021-11-24,"NU","NU",0,0
2021-11-26,"CAN","CAN",2044,489
2021-11-26,"BC","BC",407,112
2021-11-26,"AB","AB",563,98
2021-11-26,"ON","ON",394,137
2021-11-26,"QC","QC",255,45
2021-11-26,"NS","NS",22,5
2021-11-26,"NB","NB",72,18
2021-11-26,"MB","MB",103,17
2021-11-26,"PE","PEI",0,0
2021-11-26,"SK","SK",142,38
2021-11-26,"NL","NL",1,0
2021-11-26,"NT","NT",79,19
2021-11-26,"YT","YT",6,0
2021-11-26,"NU","NU",0,0
2021-11-29,"CAN","CAN",1952,497
2021-11-29,"BC","BC",406,115
2021-11-29,"AB","AB",545,90
2021-11-29,"ON","ON",293,148
2021-11-29,"QC","QC",271,45
2021-11-29,"NS","NS",19,5
2021-11-29,"NB","NB",81,17
2021-11-29,"MB","MB",117,19
2021-11-29,"PE","PEI",0,0
2021-11-29,"SK","SK",130,39
2021-11-29,"NL","NL",1,0
2021-11-29,"NT","NT",79,19
2021-11-29,"YT","YT",10,0
2021-11-29,"NU","NU",0,0
2021-12-01,"CAN","CAN",2097,488
2021-12-01,"BC","BC",404,104
2021-12-01,"AB","AB",515,81
2021-12-01,"ON","ON",451,155
2021-12-01,"QC","QC",291,52
2021-12-01,"NS","NS",23,8
2021-12-01,"NB","NB",81,15
2021-12-01,"MB","MB",110,17
2021-12-01,"PE","PEI",0,0
2021-12-01,"SK","SK",133,37
2021-12-01,"NL","NL",0,0
2021-12-01,"NT","NT",79,19
2021-12-01,"YT","YT",10,0
2021-12-01,"NU","NU",0,0
2021-12-03,"CAN","CAN",2030,475
2021-12-03,"BC","BC",381,97
2021-12-03,"AB","AB",495,76
2021-12-03,"ON","ON",446,155
2021-12-03,"QC","QC",280,53
2021-12-03,"NS","NS",21,8
2021-12-03,"NB","NB",75,16
2021-12-03,"MB","MB",108,16
2021-12-03,"PE","PEI",0,0
2021-12-03,"SK","SK",134,35
2021-12-03,"NL","NL",0,0
2021-12-03,"NT","NT",80,19
2021-12-03,"YT","YT",10,0
2021-12-03,"NU","NU",0,0
2021-12-06,"CAN","CAN",1845,485
2021-12-06,"BC","BC",371,95
2021-12-06,"AB","AB",473,78
2021-12-06,"ON","ON",304,164
2021-12-06,"QC","QC",287,57
2021-12-06,"NS","NS",21,8
2021-12-06,"NB","NB",62,16
2021-12-06,"MB","MB",104,16
2021-12-06,"PE","PEI",0,0
2021-12-06,"SK","SK",132,31
2021-12-06,"NL","NL",0,0
2021-12-06,"NT","NT",81,20
2021-12-06,"YT","YT",10,0
2021-12-06,"NU","NU",0,0
2021-12-08,"CAN","CAN",1973,469
2021-12-08,"BC","BC",324,82
2021-12-08,"AB","AB",449,76
2021-12-08,"ON","ON",488,155
2021-12-08,"QC","QC",301,59
2021-12-08,"NS","NS",15,4
2021-12-08,"NB","NB",65,18
2021-12-08,"MB","MB",119,24
2021-12-08,"PE","PEI",0,0
2021-12-08,"SK","SK",131,31
2021-12-08,"NL","NL",0,0
2021-12-08,"NT","NT",81,20
2021-12-08,"YT","YT",0,0
2021-12-08,"NU","NU",0,0
2021-12-10,"CAN","CAN",1894,455
2021-12-10,"BC","BC",293,73
2021-12-10,"AB","AB",438,70
2021-12-10,"ON","ON",464,155
2021-12-10,"QC","QC",315,60
2021-12-10,"NS","NS",13,4
2021-12-10,"NB","NB",56,16
2021-12-10,"MB","MB",116,27
2021-12-10,"PE","PEI",0,0
2021-12-10,"SK","SK",118,30
2021-12-10,"NL","NL",0,0
2021-12-10,"NT","NT",81,20
2021-12-10,"YT","YT",0,0
2021-12-10,"NU","NU",0,0
2022-01-06,"CAN","CAN",5490,752
2022-01-06,"BC","BC",317,83
2022-01-06,"AB","AB",470,72
2022-01-06,"ON","ON",2279,319
2022-01-06,"QC","QC",1953,207
2022-01-06,"NS","NS",48,9
2022-01-06,"NB","NB",63,19
2022-01-06,"MB","MB",252,30
2022-01-06,"PE","PEI",4,1
2022-01-06,"SK","SK",100,12
2022-01-06,"NL","NL",4,0
2022-01-06,"NT","NT",0,0
2022-01-06,"YT","YT",0,0
2022-01-06,"NU","NU",0,0
2022-01-11,"CAN","CAN",7681,969
2022-01-11,"BC","BC",431,95
2022-01-11,"AB","AB",635,72
2022-01-11,"ON","ON",3220,477
2022-01-11,"QC","QC",2742,255
2022-01-11,"NS","NS",58,4
2022-01-11,"NB","NB",86,13
2022-01-11,"MB","MB",381,41
2022-01-11,"PE","PEI",5,1
2022-01-11,"SK","SK",119,11
2022-01-11,"NL","NL",4,0
2022-01-11,"NT","NT",0,0
2022-01-11,"YT","YT",0,0
2022-01-11,"NU","NU",0,0
2022-01-13,"CAN","CAN",8475,1018
2022-01-13,"BC","BC",500,102
2022-01-13,"AB","AB",748,82
2022-01-13,"ON","ON",3630,500
2022-01-13,"QC","QC",2877,263
2022-01-13,"NS","NS",65,5
2022-01-13,"NB","NB",94,10
2022-01-13,"MB","MB",419,45
2022-01-13,"PE","PEI",11,2
2022-01-13,"SK","SK",121,9
2022-01-13,"NL","NL",7,0
2022-01-13,"NT","NT",1,0
2022-01-13,"YT","YT",2,0
2022-01-13,"NU","NU",0,0
2022-01-17,"CAN","CAN",9694,1130
2022-01-17,"BC","BC",646,95
2022-01-17,"AB","AB",822,81
2022-01-17,"ON","ON",3887,578
2022-01-17,"QC","QC",3381,286
2022-01-17,"NS","NS",73,13
2022-01-17,"NB","NB",113,16
2022-01-17,"MB","MB",569,45
2022-01-17,"PE","PEI",17,3
2022-01-17,"SK","SK",167,13
2022-01-17,"NL","NL",15,0
2022-01-17,"NT","NT",2,0
2022-01-17,"YT","YT",2,0
2022-01-17,"NU","NU",0,0
2022-01-19,"CAN","CAN",10557,1191
2022-01-19,"BC","BC",854,112
2022-01-19,"AB","AB",1089,104
2022-01-19,"ON","ON",4132,589
2022-01-19,"QC","QC",3425,285
2022-01-19,"NS","NS",83,12
2022-01-19,"NB","NB",123,11
2022-01-19,"MB","MB",601,49
2022-01-19,"PE","PEI",20,5
2022-01-19,"SK","SK",199,21
2022-01-19,"NL","NL",14,3
2022-01-19,"NT","NT",7,0
2022-01-19,"YT","YT",0,0
2022-01-19,"NU","NU",10,0
2022-01-21,"CAN","CAN",10563,1177
2022-01-21,"BC","BC",891,115
2022-01-21,"AB","AB",1131,108
2022-01-21,"ON","ON",4114,590
2022-01-21,"QC","QC",3351,265
2022-01-21,"NS","NS",94,13
2022-01-21,"NB","NB",124,12
2022-01-21,"MB","MB",586,44
2022-01-21,"PE","PEI",20,5
2022-01-21,"SK","SK",215,23
2022-01-21,"NL","NL",18,1
2022-01-21,"NT","NT",9,1
2022-01-21,"YT","YT",0,0
2022-01-21,"NU","NU",10,0
2022-01-24,"CAN","CAN",10392,1214
2022-01-24,"BC","BC",924,130
2022-01-24,"AB","AB",1191,107
2022-01-24,"ON","ON",3861,615
2022-01-24,"QC","QC",3299,263
2022-01-24,"NS","NS",94,13
2022-01-24,"NB","NB",126,10
2022-01-24,"MB","MB",586,44
2022-01-24,"PE","PEI",21,5
2022-01-24,"SK","SK",252,26
2022-01-24,"NL","NL",19,0
2022-01-24,"NT","NT",9,1
2022-01-24,"YT","YT",0,0
2022-01-24,"NU","NU",10,0
2022-01-26,"CAN","CAN",10863,1230
2022-01-26,"BC","BC",930,144
2022-01-26,"AB","AB",1377,111
2022-01-26,"ON","ON",4016,608
2022-01-26,"QC","QC",3270,252
2022-01-26,"NS","NS",91,15
2022-01-26,"NB","NB",137,8
2022-01-26,"MB","MB",655,44
2022-01-26,"PE","PEI",31,7
2022-01-26,"SK","SK",315,33
2022-01-26,"NL","NL",20,5
2022-01-26,"NT","NT",11,3
2022-01-26,"YT","YT",1,0
2022-01-26,"NU","NU",9,0
2022-01-28,"CAN","CAN",10319,1211
2022-01-28,"BC","BC",977,141
2022-01-28,"AB","AB",1469,106
2022-01-28,"ON","ON",3535,607
2022-01-28,"QC","QC",3091,228
2022-01-28,"NS","NS",88,15
2022-01-28,"NB","NB",135,16
2022-01-28,"MB","MB",606,46
2022-01-28,"PE","PEI",33,7
2022-01-28,"SK","SK",342,34
2022-01-28,"NL","NL",20,8
2022-01-28,"NT","NT",13,3
2022-01-28,"YT","YT",1,0
2022-01-28,"NU","NU",9,0
2022-01-31,"CAN","CAN",9882,1192
2022-01-31,"BC","BC",990,141
2022-01-31,"AB","AB",1496,105
2022-01-31,"ON","ON",3019,587
2022-01-31,"QC","QC",3091,228
2022-01-31,"NS","NS",88,15
2022-01-31,"NB","NB",164,13
2022-01-31,"MB","MB",606,46
2022-01-31,"PE","PEI",33,7
2022-01-31,"SK","SK",349,39
2022-01-31,"NL","NL",23,8
2022-01-31,"NT","NT",13,3
2022-01-31,"YT","YT",1,0
2022-01-31,"NU","NU",9,0
2022-02-02,"CAN","CAN",9669,1140
2022-02-02,"BC","BC",1035,139
2022-02-02,"AB","AB",1598,106
2022-02-02,"ON","ON",2939,555
2022-02-02,"QC","QC",2730,204
2022-02-02,"NS","NS",92,13
2022-02-02,"NB","NB",165,16
2022-02-02,"MB","MB",642,47
2022-02-02,"PE","PEI",44,7
2022-02-02,"SK","SK",372,40
2022-02-02,"NL","NL",20,9
2022-02-02,"NT","NT",18,4
2022-02-02,"YT","YT",1,0
2022-02-02,"NU","NU",13,0
2022-02-04,"CAN","CAN",8985,1090
2022-02-04,"BC","BC",985,145
2022-02-04,"AB","AB",1584,118
2022-02-04,"ON","ON",2634,517
2022-02-04,"QC","QC",2541,184
2022-02-04,"NS","NS",99,15
2022-02-04,"NB","NB",162,17
2022-02-04,"MB","MB",517,39
2022-02-04,"PE","PEI",45,8
2022-02-04,"SK","SK",363,34
2022-02-04,"NL","NL",20,9
2022-02-04,"NT","NT",18,4
2022-02-04,"YT","YT",4,0
2022-02-04,"NU","NU",13,0
2022-02-07,"CAN","CAN",8315,1033
2022-02-07,"BC","BC",946,139
2022-02-07,"AB","AB",1584,118
2022-02-07,"ON","ON",2155,486
2022-02-07,"QC","QC",2425,178
2022-02-07,"NS","NS",91,12
2022-02-07,"NB","NB",151,16
2022-02-07,"MB","MB",529,35
2022-02-07,"PE","PEI",45,8
2022-02-07,"SK","SK",332,31
2022-02-07,"NL","NL",22,6
2022-02-07,"NT","NT",18,4
2022-02-07,"YT","YT",4,0
2022-02-07,"NU","NU",13,0
2022-02-09,"CAN","CAN",8231,1005
2022-02-09,"BC","BC",986,146
2022-02-09,"AB","AB",1623,129
2022-02-09,"ON","ON",2059,449
2022-02-09,"QC","QC",2348,171
2022-02-09,"NS","NS",91,14
2022-02-09,"NB","NB",151,17
2022-02-09,"MB","MB",530,29
2022-02-09,"PE","PEI",45,8
2022-02-09,"SK","SK",332,31
2022-02-09,"NL","NL",23,7
2022-02-09,"NT","NT",20,4
2022-02-09,"YT","YT",4,0
2022-02-09,"NU","NU",19,0
2022-02-11,"CAN","CAN",7576,960
2022-02-11,"BC","BC",846,136
2022-02-11,"AB","AB",1566,127
2022-02-11,"ON","ON",1829,435
2022-02-11,"QC","QC",2214,164
2022-02-11,"NS","NS",82,11
2022-02-11,"NB","NB",135,13
2022-02-11,"MB","MB",408,27
2022-02-11,"PE","PEI",50,8
2022-02-11,"SK","SK",384,26
2022-02-11,"NL","NL",22,9
2022-02-11,"NT","NT",21,4
2022-02-11,"YT","YT",0,0
2022-02-11,"NU","NU",19,0
2022-02-14,"CAN","CAN",7095,912
2022-02-14,"BC","BC",846,136
2022-02-14,"AB","AB",1566,127
2022-02-14,"ON","ON",1369,394
2022-02-14,"QC","QC",2214,164
2022-02-14,"NS","NS",82,11
2022-02-14,"NB","NB",116,15
2022-02-14,"MB","MB",408,27
2022-02-14,"PE","PEI",50,8
2022-02-14,"SK","SK",378,26
2022-02-14,"NL","NL",26,0
2022-02-14,"NT","NT",21,4
2022-02-14,"YT","YT",0,0
2022-02-14,"NU","NU",19,0
2022-02-16,"CAN","CAN",6823,833
2022-02-16,"BC","BC",787,124
2022-02-16,"AB","AB",1538,123
2022-02-16,"ON","ON",1403,364
2022-02-16,"QC","QC",1995,129
2022-02-16,"NS","NS",66,9
2022-02-16,"NB","NB",89,9
2022-02-16,"MB","MB",418,24
2022-02-16,"PE","PEI",51,8
2022-02-16,"SK","SK",417,33
2022-02-16,"NL","NL",14,6
2022-02-16,"NT","NT",23,4
2022-02-16,"YT","YT",0,0
2022-02-16,"NU","NU",22,0
2022-02-18,"CAN","CAN",6319,790
2022-02-18,"BC","BC",744,120
2022-02-18,"AB","AB",1491,116
2022-02-18,"ON","ON",1281,352
2022-02-18,"QC","QC",1834,119
2022-02-18,"NS","NS",66,11
2022-02-18,"NB","NB",78,8
2022-02-18,"MB","MB",302,13
2022-02-18,"PE","PEI",51,8
2022-02-18,"SK","SK",410,33
2022-02-18,"NL","NL",13,5
2022-02-18,"NT","NT",27,5
2022-02-18,"YT","YT",0,0
2022-02-18,"NU","NU",22,0
2022-02-23,"CAN","CAN",5930,736
2022-02-23,"BC","BC",688,108
2022-02-23,"AB","AB",1494,116
2022-02-23,"ON","ON",1038,319
2022-02-23,"QC","QC",1742,107
2022-02-23,"NS","NS",53,12
2022-02-23,"NB","NB",78,8
2022-02-23,"MB","MB",310,15
2022-02-23,"PE","PEI",51,8
2022-02-23,"SK","SK",410,33
2022-02-23,"NL","NL",16,5
2022-02-23,"NT","NT",28,5
2022-02-23,"YT","YT",0,0
2022-02-23,"NU","NU",22,0
2022-02-25,"CAN","CAN",5342,666
2022-02-25,"BC","BC",612,102
2022-02-25,"AB","AB",1357,92
2022-02-25,"ON","ON",1003,297
2022-02-25,"QC","QC",1532,105
2022-02-25,"NS","NS",46,12
2022-02-25,"NB","NB",77,5
2022-02-25,"MB","MB",222,12
2022-02-25,"PE","PEI",54,9
2022-02-25,"SK","SK",372,27
2022-02-25,"NL","NL",17,0
2022-02-25,"NT","NT",28,5
2022-02-25,"YT","YT",0,0
2022-02-25,"NU","NU",22,0
2022-03-02,"CAN","CAN",4822,600
2022-03-02,"BC","BC",523,83
2022-03-02,"AB","AB",1224,83
2022-03-02,"ON","ON",847,273
2022-03-02,"QC","QC",1381,82
2022-03-02,"NS","NS",48,11
2022-03-02,"NB","NB",89,8
2022-03-02,"MB","MB",223,15
2022-03-02,"PE","PEI",56,9
2022-03-02,"SK","SK",365,30
2022-03-02,"NL","NL",15,0
2022-03-02,"NT","NT",29,6
2022-03-02,"YT","YT",0,0
2022-03-02,"NU","NU",22,0
2022-03-04,"CAN","CAN",4628,584
2022-03-04,"BC","BC",511,79
2022-03-04,"AB","AB",1204,80
2022-03-04,"ON","ON",821,262
2022-03-04,"QC","QC",1313,80
2022-03-04,"NS","NS",46,12
2022-03-04,"NB","NB",92,8
2022-03-04,"MB","MB",160,12
2022-03-04,"PE","PEI",56,9
2022-03-04,"SK","SK",353,30
2022-03-04,"NL","NL",16,6
2022-03-04,"NT","NT",29,6
2022-03-04,"YT","YT",0,0
2022-03-04,"NU","NU",27,0
2022-03-07,"CAN","CAN",4377,552
2022-03-07,"BC","BC",484,69
2022-03-07,"AB","AB",1164,77
2022-03-07,"ON","ON",693,249
2022-03-07,"QC","QC",1254,79
2022-03-07,"NS","NS",45,13
2022-03-07,"NB","NB",100,9
2022-03-07,"MB","MB",192,15
2022-03-07,"PE","PEI",9,0
2022-03-07,"SK","SK",353,30
2022-03-07,"NL","NL",25,5
2022-03-07,"NT","NT",29,6
2022-03-07,"YT","YT",2,0
2022-03-07,"NU","NU",27,0
2022-03-09,"CAN","CAN",4279,528
2022-03-09,"BC","BC",419,63
2022-03-09,"AB","AB",1106,77
2022-03-09,"ON","ON",751,241
2022-03-09,"QC","QC",1222,69
2022-03-09,"NS","NS",45,13
2022-03-09,"NB","NB",99,12
2022-03-09,"MB","MB",175,12
2022-03-09,"PE","PEI",9,0
2022-03-09,"SK","SK",372,30
2022-03-09,"NL","NL",25,5
2022-03-09,"NT","NT",29,6
2022-03-09,"YT","YT",0,0
2022-03-09,"NU","NU",27,0
2022-03-11,"CAN","CAN",4045,510
2022-03-11,"BC","BC",388,52
2022-03-11,"AB","AB",1067,76
2022-03-11,"ON","ON",717,238
2022-03-11,"QC","QC",1126,65
2022-03-11,"NS","NS",50,13
2022-03-11,"NB","NB",101,18
2022-03-11,"MB","MB",160,13
2022-03-11,"PE","PEI",15,0
2022-03-11,"SK","SK",339,24
2022-03-11,"NL","NL",20,5
2022-03-11,"NT","NT",29,6
2022-03-11,"YT","YT",0,0
2022-03-11,"NU","NU",33,0
2022-03-16,"CAN","CAN",3819,437
2022-03-16,"BC","BC",345,50
2022-03-16,"AB","AB",1001,70
2022-03-16,"ON","ON",649,204
2022-03-16,"QC","QC",1073,56
2022-03-16,"NS","NS",50,13
2022-03-16,"NB","NB",99,13
2022-03-16,"MB","MB",152,8
2022-03-16,"PE","PEI",27,0
2022-03-16,"SK","SK",339,12
2022-03-16,"NL","NL",22,5
2022-03-16,"NT","NT",29,6
2022-03-16,"YT","YT",0,0
2022-03-16,"NU","NU",33,0
2022-03-18,"CAN","CAN",3626,417
2022-03-18,"BC","BC",298,49
2022-03-18,"AB","AB",966,62
2022-03-18,"ON","ON",615,193
2022-03-18,"QC","QC",1021,45
2022-03-18,"NS","NS",38,12
2022-03-18,"NB","NB",99,13
2022-03-18,"MB","MB",164,13
2022-03-18,"PE","PEI",27,0
2022-03-18,"SK","SK",299,18
2022-03-18,"NL","NL",27,3
2022-03-18,"NT","NT",38,9
2022-03-18,"YT","YT",1,0
2022-03-18,"NU","NU",33,0
2022-03-21,"CAN","CAN",3557,409
2022-03-21,"BC","BC",290,46
2022-03-21,"AB","AB",966,62
2022-03-21,"ON","ON",551,181
2022-03-21,"QC","QC",1002,48
2022-03-21,"NS","NS",38,12
2022-03-21,"NB","NB",99,13
2022-03-21,"MB","MB",182,17
2022-03-21,"PE","PEI",27,0
2022-03-21,"SK","SK",299,18
2022-03-21,"NL","NL",31,3
2022-03-21,"NT","NT",38,9
2022-03-21,"YT","YT",1,0
2022-03-21,"NU","NU",33,0
2022-03-23,"CAN","CAN",3646,409
2022-03-23,"BC","BC",254,48
2022-03-23,"AB","AB",966,62
2022-03-23,"ON","ON",611,174
2022-03-23,"QC","QC",1034,50
2022-03-23,"NS","NS",38,12
2022-03-23,"NB","NB",129,16
2022-03-23,"MB","MB",192,17
2022-03-23,"PE","PEI",22,0
2022-03-23,"SK","SK",299,18
2022-03-23,"NL","NL",29,3
2022-03-23,"NT","NT",38,9
2022-03-23,"YT","YT",1,0
2022-03-23,"NU","NU",33,0
2022-03-25,"CAN","CAN",3694,405
2022-03-25,"BC","BC",255,52
2022-03-25,"AB","AB",956,56
2022-03-25,"ON","ON",667,161
2022-03-25,"QC","QC",1048,59
2022-03-25,"NS","NS",42,13
2022-03-25,"NB","NB",129,16
2022-03-25,"MB","MB",165,14
2022-03-25,"PE","PEI",22,0
2022-03-25,"SK","SK",306,19
2022-03-25,"NL","NL",33,6
2022-03-25,"NT","NT",38,9
2022-03-25,"YT","YT",0,0
2022-03-25,"NU","NU",33,0
2022-03-28,"CAN","CAN",3734,384
2022-03-28,"BC","BC",260,50
2022-03-28,"AB","AB",956,56
2022-03-28,"ON","ON",655,158
2022-03-28,"QC","QC",1115,53
2022-03-28,"NS","NS",45,11
2022-03-28,"NB","NB",129,16
2022-03-28,"MB","MB",165,14
2022-03-28,"PE","PEI",22,0
2022-03-28,"SK","SK",306,19
2022-03-28,"NL","NL",40,7
2022-03-28,"NT","NT",8,0
2022-03-28,"YT","YT",0,0
2022-03-28,"NU","NU",33,0
2022-03-30,"CAN","CAN",3973,382
2022-03-30,"BC","BC",273,46
2022-03-30,"AB","AB",964,47
2022-03-30,"ON","ON",778,165
2022-03-30,"QC","QC",1200,60
2022-03-30,"NS","NS",45,11
2022-03-30,"NB","NB",142,8
2022-03-30,"MB","MB",165,14
2022-03-30,"PE","PEI",19,1
2022-03-30,"SK","SK",306,19
2022-03-30,"NL","NL",40,11
2022-03-30,"NT","NT",8,0
2022-03-30,"YT","YT",0,0
2022-03-30,"NU","NU",33,0
2022-04-01,"CAN","CAN",4050,386
2022-04-01,"BC","BC",281,42
2022-04-01,"AB","AB",964,47
2022-04-01,"ON","ON",804,167
2022-04-01,"QC","QC",1275,62
2022-04-01,"NS","NS",51,11
2022-04-01,"NB","NB",142,8
2022-04-01,"MB","MB",111,16
2022-04-01,"PE","PEI",19,1
2022-04-01,"SK","SK",324,21
2022-04-01,"NL","NL",38,11
2022-04-01,"NT","NT",8,0
2022-04-01,"YT","YT",0,0
2022-04-01,"NU","NU",33,0
2022-04-04,"CAN","CAN",4233,385
2022-04-04,"BC","BC",274,35
2022-04-04,"AB","AB",964,47
2022-04-04,"ON","ON",857,168
2022-04-04,"QC","QC",1407,69
2022-04-04,"NS","NS",51,11
2022-04-04,"NB","NB",142,8
2022-04-04,"MB","MB",111,16
2022-04-04,"PE","PEI",19,1
2022-04-04,"SK","SK",324,21
2022-04-04,"NL","NL",43,9
2022-04-04,"NT","NT",8,0
2022-04-04,"YT","YT",0,0
2022-04-04,"NU","NU",33,0
2022-04-06,"CAN","CAN",4722,382
2022-04-06,"BC","BC",334,35
2022-04-06,"AB","AB",990,44
2022-04-06,"ON","ON",1074,168
2022-04-06,"QC","QC",1540,66
2022-04-06,"NS","NS",51,11
2022-04-06,"NB","NB",178,9
2022-04-06,"MB","MB",111,16
2022-04-06,"PE","PEI",30,3
2022-04-06,"SK","SK",324,21
2022-04-06,"NL","NL",47,9
2022-04-06,"NT","NT",8,0
2022-04-06,"YT","YT",2,0
2022-04-06,"NU","NU",33,0
2022-04-08,"CAN","CAN",4930,367
2022-04-08,"BC","BC",324,38
2022-04-08,"AB","AB",990,44
2022-04-08,"ON","ON",1135,166
2022-04-08,"QC","QC",1637,62
2022-04-08,"NS","NS",57,9
2022-04-08,"NB","NB",178,9
2022-04-08,"MB","MB",141,11
2022-04-08,"PE","PEI",30,3
2022-04-08,"SK","SK",354,20
2022-04-08,"NL","NL",41,5
2022-04-08,"NT","NT",8,0
2022-04-08,"YT","YT",2,0
2022-04-08,"NU","NU",33,0
2022-04-11,"CAN","CAN",5318,407
2022-04-11,"BC","BC",324,38
2022-04-11,"AB","AB",990,44
2022-04-11,"ON","ON",1090,184
2022-04-11,"QC","QC",1793,69
2022-04-11,"NS","NS",57,9
2022-04-11,"NB","NB",178,9
2022-04-11,"MB","MB",426,24
2022-04-11,"PE","PEI",30,3
2022-04-11,"SK","SK",354,20
2022-04-11,"NL","NL",35,7
2022-04-11,"NT","NT",8,0
2022-04-11,"YT","YT",0,0
2022-04-11,"NU","NU",33,0
2022-04-13,"CAN","CAN",5907,426
2022-04-13,"BC","BC",324,38
2022-04-13,"AB","AB",1053,48
