"date","source","date_start","date_end","region","sub_region_1","cases","cases_previous_week","deaths","tests_completed","active_hospitalizations","active_hospitalizations_previous_week","active_icu","active_icu_previous_week","average_daily_new_hospitalizations_past_7_days","average_daily_new_hospitalizations_past_7_days_previous_week"
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Central East",25,39,1,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Regina",29,60,2,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","South West",8,12,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","South Central",9,19,1,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","South East",27,40,3,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-12","2022-06-18","SK","Unknown",14,20,0,,,,,,,
"2022-06-23","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-12-18.pdf","2022-06-22","2022-06-22","SK",,,,,,157,165,5,6,11,13
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK",,208,231,3,5372,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Far North West",2,2,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Far North Central",0,1,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Far North East",1,1,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","North West",19,17,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","North Central",9,15,1,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","North East",7,7,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Saskatoon",70,73,1,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Central West",4,4,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Central East",14,24,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Regina",40,29,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","South West",3,8,1,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","South Central",14,9,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","South East",20,28,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-19","2022-06-25","SK","Unknown",5,13,0,,,,,,,
"2022-06-30","https://www.saskatchewan.ca/-/media/news-release-backgrounders/2022/jun/integrated-epi-sit-report-june-19-25.pdf","2022-06-29","2022-06-29","SK",,,,,,119,157,4,5,9,11
