"date","ab_hosp_occupancy_for_with","ab_hosp_occupancy_for","ab_icu_occupancy_for_with","ab_icu_occupancy_for","mb_hosp_occupancy_in_province","mb_icu_occupancy_in_province","mb_icu_occupancy_out_of_province","mb_hosp_occupancy_total","mb_icu_occupancy_total","nb_hosp_occupancy_for_with","nb_hosp_occupancy_for","nb_icu_occupancy_for_with","nb_icu_occupancy_for","nb_total_hosp_admissions","nb_total_hosp_discharged","qc_hosp_admissions_for_with","qc_hosp_admissions_for","qc_hosp_admissions_with","qc_icu_admissions_for_with","qc_icu_admissions_for","qc_icu_admissions_with","sk_hosp_occupancy_total","sk_hosp_occupancy_covid_related_illness","sk_hosp_occupancy_incidental_infection","sk_hosp_occupancy_patient_under_investigation","sk_icu_occupancy","sk_hosp_admissions_daily_avg_past_7_days"
2022-12-14,995,417,39,21,,,,,,,,,,,,151,75,76,10,4,6,,,,,,
2022-12-15,978,415,37,19,,,,,,,,,,,,175,89,86,10,8,2,,,,,,
2022-12-16,971,412,41,20,,,,,,,,,,,,161,74,87,8,5,3,,,,,,
2022-12-17,928,386,38,22,,,,,,,,,,,,158,65,93,9,5,4,,,,,,
2022-12-18,936,393,30,20,,,,,,,,,,,,119,51,68,7,1,6,,,,,,
2022-12-19,961,408,35,23,,,,,,,,,,,,118,56,62,6,1,5,,,,,,
2022-12-20,953,406,39,26,,,,,,,,,,,,140,70,70,6,2,4,,,,,,
2022-12-21,917,386,35,25,,,,,,,,,,,,176,82,94,6,3,3,,,,,,
2022-12-22,891,379,30,19,,,,,,,,,,,,156,48,108,10,6,4,,,,,,
2022-12-23,877,376,35,23,,,,,,,,,,,,153,63,90,9,6,3,,,,,,
2022-12-24,851,366,33,22,,,,,,,,,,,,129,57,72,5,2,3,,,,,,
2022-12-25,851,375,38,23,,,,,,,,,,,,105,55,50,4,1,3,,,,,,
2022-12-26,884,397,41,25,,,,,,,,,,,,111,55,56,5,4,1,,,,,,
2022-12-27,895,405,43,27,,,,,,,,,,,,120,52,68,8,3,5,,,,,,
2022-12-28,911,424,43,27,,,,,,,,,,,,143,67,76,5,3,2,,,,,,
2022-12-29,923,438,39,22,,,,,,,,,,,,180,79,101,11,4,7,,,,,,
2022-12-30,928,448,41,24,,,,,,,,,,,,172,70,102,12,4,8,,,,,,
2022-12-31,924,446,41,24,,,,,,,,,,,,147,73,74,7,5,2,,,,,,
2023-01-01,943,453,42,22,,,,,,,,,,,,128,63,65,1,0,1,,,,,,
2023-01-02,962,465,45,23,,,,,,,,,,,,103,39,64,3,2,1,,,,,,
2023-01-03,964,467,48,24,,,,,,,,,,,,111,47,64,7,5,2,,,,,,
2023-01-04,967,470,43,26,,,,,,,,,,,,126,61,65,12,9,3,,,,,,
2023-01-05,952,458,35,23,,,,,,,,,,,,149,70,79,9,2,7,,,,,,
2023-01-06,925,439,34,24,,,,,,,,,,,,140,65,75,6,4,2,,,,,,
2023-01-07,902,422,33,21,,,,,,,,,,,,118,43,75,2,1,1,,,,,,
2023-01-08,906,424,32,21,,,,,,,,,,,,93,42,51,10,7,3,,,,,,
2023-01-09,931,430,33,23,,,,,,,,,,,,69,30,39,5,4,1,,,,,,
2023-01-10,934,423,34,23,,,,,,,,,,,,131,56,75,4,2,2,,,,,,
2023-01-11,927,408,33,22,,,,,,,,,,,,108,46,62,4,2,2,,,,,,
2023-01-12,914,398,37,23,,,,,,,,,,,,114,52,62,5,5,0,,,,,,
2023-01-13,895,390,37,22,,,,,,,,,,,,106,41,65,7,2,5,,,,,,
2023-01-14,861,368,35,18,,,,,,,,,,,,95,37,58,7,3,4,,,,,,
2023-01-15,871,375,32,17,,,,,,,,,,,,77,29,48,4,0,4,,,,,,
2023-01-16,899,389,31,16,,,,,,,,,,,,74,33,41,2,1,1,,,,,,
2023-01-17,884,386,35,18,,,,,,,,,,,,84,41,43,3,1,2,,,,,,
2023-01-18,863,378,34,18,,,,,,,,,,,,99,43,56,5,2,3,,,,,,
2023-01-19,851,371,31,15,,,,,,,,,,,,90,38,52,6,4,2,,,,,,
2023-01-20,836,367,26,15,,,,,,,,,,,,110,41,69,7,4,3,,,,,,
2023-01-21,805,356,28,16,,,,,,,,,,,,89,28,61,2,1,1,,,,,,
2023-01-22,800,349,29,15,,,,,,,,,,,,70,30,40,3,0,3,,,,,,
2023-01-23,816,357,30,16,,,,,,,,,,,,50,21,29,7,3,4,,,,,,
2023-01-24,813,355,31,17,,,,,,,,,,,,77,21,56,5,1,4,,,,,,
2023-01-25,800,356,31,15,,,,,,,,,,,,79,33,46,4,1,3,,,,,,
2023-01-26,778,348,31,17,,,,,,,,,,,,73,29,44,4,2,2,,,,,,
2023-01-27,757,343,26,17,,,,,,,,,,,,90,22,68,4,0,4,,,,,,
2023-01-28,731,330,26,14,,,,,,,,,,,,73,27,46,3,2,1,,,,,,
2023-01-29,725,330,27,16,,,,,,,,,,,,71,30,41,0,0,0,,,,,,
2023-01-30,726,330,25,13,,,,,,,,,,,,53,23,30,4,1,3,,,,,,
2023-01-31,719,321,27,14,,,,,,,,,,,,84,34,50,5,4,1,,,,,,
2023-02-01,707,309,25,13,,,,,,,,,,,,95,33,62,7,2,5,,,,,,
2023-02-02,707,308,24,9,,,,,,,,,,,,105,42,63,7,3,4,,,,,,
2023-02-03,690,298,25,11,,,,,,,,,,,,94,38,56,2,0,2,,,,,,
2023-02-04,677,286,24,10,,,,,,,,,,,,85,34,51,1,1,0,,,,,,
2023-02-05,676,287,21,10,,,,,,,,,,,,59,23,36,5,2,3,,,,,,
2023-02-06,708,301,23,10,,,,,,,,,,,,68,26,42,3,1,2,,,,,,
2023-02-07,702,293,20,8,,,,,,,,,,,,83,28,55,2,0,2,,,,,,
2023-02-08,693,282,20,8,,,,,,,,,,,,82,35,47,2,1,1,,,,,,
2023-02-09,679,275,21,9,,,,,,,,,,,,85,29,56,2,0,2,,,,,,
2023-02-10,659,266,17,7,,,,,,,,,,,,88,40,48,9,5,4,,,,,,
2023-02-11,632,251,19,8,,,,,,,,,,,,75,24,51,5,2,3,,,,,,
2023-02-12,629,249,17,8,,,,,,,,,,,,56,25,31,4,4,0,,,,,,
2023-02-13,646,260,19,8,,,,,,,,,,,,79,40,39,9,3,6,,,,,,
2023-02-14,640,253,20,9,,,,,,,,,,,,87,31,56,5,2,3,,,,,,
2023-02-15,632,253,19,7,,,,,,,,,,,,107,36,71,7,5,2,,,,,,
2023-02-16,621,250,17,7,,,,,,,,,,,,97,33,64,5,3,2,,,,,,
2023-02-17,613,247,17,8,,,,,,,,,,,,99,36,63,8,5,3,,,,,,
2023-02-18,590,235,17,8,,,,,,,,,,,,98,35,63,3,1,2,,,,,,
2023-02-19,585,234,16,8,,,,,,,,,,,,83,37,46,4,2,2,,,,,,
2023-02-20,598,242,16,8,,,,,,,,,,,,70,34,36,4,4,0,,,,,,
2023-02-21,598,241,16,8,,,,,,,,,,,,89,36,53,8,2,6,,,,,,
2023-02-22,586,237,16,8,,,,,,,,,,,,107,44,63,8,3,5,,,,,,
2023-02-23,584,245,14,7,,,,,,,,,,,,96,39,57,5,0,5,,,,,,
2023-02-24,578,243,17,9,,,,,,,,,,,,95,33,62,5,3,2,,,,,,
2023-02-25,562,231,17,8,,,,,,,,,,,,102,43,59,7,2,5,,,,,,
2023-02-26,568,233,15,8,,,,,,,,,,,,79,36,43,4,3,1,,,,,,
2023-02-27,579,242,17,8,,,,,,,,,,,,63,24,39,1,0,1,,,,,,
2023-02-28,555,230,15,7,,,,,,,,,,,,89,37,52,6,4,2,,,,,,
2023-03-01,552,227,14,7,,,,,,,,,,,,95,33,62,3,2,1,,,,,,
2023-03-02,542,217,14,7,,,,,,,,,,,,101,40,61,4,1,3,,,,,,
2023-03-03,538,221,15,7,,,,,,,,,,,,101,35,66,8,4,4,,,,,,
2023-03-04,537,223,16,8,,,,,,,,,,,,93,45,48,6,4,2,,,,,,
2023-03-05,536,224,16,8,,,,,,,,,,,,72,25,47,3,2,1,,,,,,
2023-03-06,545,229,15,7,,,,,,,,,,,,67,34,33,4,0,4,,,,,,
2023-03-07,535,223,13,5,,,,,,,,,,,,93,33,60,5,1,4,,,,,,
2023-03-08,523,223,14,7,,,,,,,,,,,,95,42,53,2,1,1,,,,,,
2023-03-09,510,218,13,6,,,,,,,,,,,,92,39,53,3,1,2,,,,,,
2023-03-10,498,210,12,5,,,,,,,,,,,,93,37,56,6,3,3,,,,,,
2023-03-11,478,195,11,5,,,,,,,,,,,,79,28,51,3,1,2,,,,,,
2023-03-12,493,202,13,6,,,,,,,,,,,,68,18,50,3,0,3,,,,,,
2023-03-13,502,207,11,5,,,,,,,,,,,,65,29,36,4,4,0,,,,,,
2023-03-14,492,197,13,8,,,,,,,,,,,,73,33,40,5,2,3,,,,,,
2023-03-15,487,199,13,8,,,,,,,,,,,,97,33,64,9,3,6,,,,,,
2023-03-16,482,200,16,9,,,,,,,,,,,,83,32,51,2,0,2,,,,,,
2023-03-17,473,199,18,11,,,,,,,,,,,,87,32,55,6,1,5,,,,,,
2023-03-18,464,196,16,9,,,,,,,,,,,,89,32,57,8,3,5,,,,,,
2023-03-19,472,199,17,9,,,,,,,,,,,,64,29,35,1,0,1,,,,,,
2023-03-20,491,209,20,12,,,,,,,,,,,,54,27,27,4,3,1,,,,,,
2023-03-21,485,207,21,13,,,,,,,,,,,,80,39,41,7,5,2,,,,,,
2023-03-22,481,211,22,14,,,,,,,,,,,,89,32,57,3,3,0,,,,,,
2023-03-23,468,203,19,12,,,,,,,,,,,,74,29,45,5,3,2,,,,,,
2023-03-24,468,203,19,13,,,,,,,,,,,,82,34,48,4,1,3,,,,,,
2023-03-25,466,208,25,17,,,,,,,,,,,,71,26,45,4,1,3,,,,,,
2023-03-26,478,216,26,18,,,,,,,,,,,,78,40,38,4,1,3,,,,,,
2023-03-27,487,225,28,19,,,,,,,,,,,,56,28,28,1,0,1,,,,,,
2023-03-28,480,219,27,17,,,,,,,,,,,,69,31,38,5,2,3,,,,,,
2023-03-29,486,223,27,16,,,,,,,,,,,,92,33,59,5,4,1,,,,,,
2023-03-30,480,220,22,13,,,,,,,,,,,,83,26,57,7,3,4,,,,,,
2023-03-31,465,213,20,11,,,,,,,,,,,,79,28,51,5,3,2,,,,,,
2023-04-01,471,223,20,10,,,,,,,,,,,,81,37,44,6,1,5,,,,,,
2023-04-02,486,236,19,9,,,,,,,,,,,,70,35,35,6,3,3,,,,,,
2023-04-03,504,243,21,11,,,,,,,,,,,,55,26,29,4,1,3,,,,,,
2023-04-04,504,240,21,11,,,,,,,,,,,,87,38,49,5,5,0,,,,,,
2023-04-05,497,236,18,10,,,,,,,,,,,,87,28,59,10,4,6,,,,,,
2023-04-06,487,232,15,9,,,,,,,,,,,,85,41,44,3,1,2,,,,,,
2023-04-07,473,231,16,9,,,,,,,,,,,,74,24,50,3,1,2,,,,,,
2023-04-08,471,230,18,10,,,,,,,,,,,,64,31,33,2,2,0,,,,,,
2023-04-09,467,229,18,11,,,,,,,,,,,,53,19,34,0,0,0,,,,,,
2023-04-10,477,233,18,11,,,,,,,,,,,,80,36,44,4,3,1,,,,,,
2023-04-11,467,231,21,13,,,,,,,,,,,,59,28,31,4,3,1,,,,,,
2023-04-12,469,232,19,12,,,,,,,,,,,,88,38,50,6,1,5,,,,,,
2023-04-13,478,241,19,14,,,,,,,,,,,,88,42,46,8,5,3,,,,,,
2023-04-14,483,244,21,15,,,,,,,,,,,,90,37,53,6,5,1,,,,,,
2023-04-15,465,234,18,13,,,,,,,,,,,,98,39,59,2,2,0,,,,,,
2023-04-16,473,236,19,12,,,,,,,,,,,,54,19,35,1,0,1,,,,,,
2023-04-17,484,236,20,12,,,,,,,,,,,,55,23,32,1,0,1,,,,,,
2023-04-18,497,249,19,11,,,,,,,,,,,,67,39,28,4,4,0,,,,,,
2023-04-19,503,246,23,13,,,,,,,,,,,,71,35,36,7,3,4,,,,,,
2023-04-20,504,241,23,14,,,,,,,,,,,,86,33,53,5,1,4,,,,,,
2023-04-21,495,241,21,15,,,,,,,,,,,,68,22,46,2,1,1,,,,,,
2023-04-22,482,224,21,14,,,,,,,,,,,,66,32,34,3,0,3,,,,,,
2023-04-23,493,227,20,13,,,,,,,,,,,,54,25,29,1,1,0,,,,,,
2023-04-24,512,235,23,15,,,,,,,,,,,,43,21,22,1,0,1,,,,,,
2023-04-25,519,239,26,16,,,,,,,,,,,,51,15,36,2,1,1,,,,,,
2023-04-26,514,239,27,14,,,,,,,,,,,,63,25,38,3,2,1,,,,,,
2023-04-27,513,235,23,12,,,,,,,,,,,,71,30,41,1,0,1,,,,,,
2023-04-28,511,235,24,14,,,,,,,,,,,,70,26,44,4,1,3,,,,,,
2023-04-29,503,238,25,17,,,,,,,,,,,,62,26,36,5,2,3,,,,,,
2023-04-30,502,234,26,17,,,,,,,,,,,,53,26,27,2,1,1,,,,,,
2023-05-01,510,237,23,17,,,,,,,,,,,,41,17,24,3,2,1,,,,,,
2023-05-02,512,242,23,17,,,,,,,,,,,,56,23,33,5,1,4,,,,,,
2023-05-03,510,236,19,14,,,,,,,,,,,,64,23,41,4,0,4,,,,,,
2023-05-04,500,229,18,12,,,,,,,,,,,,58,23,35,1,1,0,,,,,,
2023-05-05,500,227,18,10,,,,,,,,,,,,57,25,32,3,1,2,,,,,,
2023-05-06,484,217,21,11,,,,,,,,,,,,47,18,29,1,1,0,,,,,,
2023-05-07,482,213,21,12,,,,,,,,,,,,35,12,23,1,0,1,,,,,,
2023-05-08,504,223,22,14,,,,,,,,,,,,42,17,25,3,1,2,,,,,,
2023-05-09,517,231,22,16,,,,,,,,,,,,36,17,19,3,1,2,,,,,,
2023-05-10,521,236,20,16,,,,,,,,,,,,51,17,34,5,2,3,,,,,,
2023-05-11,503,230,21,17,,,,,,,,,,,,53,28,25,2,2,0,,,,,,
2023-05-12,484,225,24,19,,,,,,,,,,,,45,17,28,2,0,2,,,,,,
2023-05-13,481,229,21,15,,,,,,,,,,,,46,13,33,2,0,2,,,,,,
2023-05-14,484,230,21,16,,,,,,,,,,,,33,13,20,1,0,1,,,,,,
2023-05-15,495,232,20,15,,,,,,,,,,,,40,22,18,1,0,1,,,,,,
2023-05-16,497,239,18,14,,,,,,,,,,,,39,15,24,1,0,1,,,,,,
2023-05-17,484,221,17,13,,,,,,,,,,,,49,17,32,6,2,4,,,,,,
2023-05-18,484,215,18,12,,,,,,,,,,,,54,19,35,4,1,3,,,,,,
2023-05-19,462,208,15,10,,,,,,,,,,,,39,10,29,2,0,2,,,,,,
2023-05-20,448,197,15,9,,,,,,,,,,,,41,22,19,3,2,1,,,,,,
2023-05-21,459,197,14,9,,,,,,,,,,,,37,12,25,1,1,0,,,,,,
2023-05-22,454,195,12,8,,,,,,,,,,,,35,22,13,2,1,1,,,,,,
2023-05-23,464,200,14,7,,,,,,,,,,,,46,18,28,7,1,6,,,,,,
2023-05-24,455,192,15,8,,,,,,,,,,,,48,23,25,3,2,1,,,,,,
2023-05-25,451,190,14,6,,,,,,,,,,,,42,15,27,0,0,0,,,,,,
2023-05-26,436,185,12,5,,,,,,,,,,,,48,20,28,2,0,2,,,,,,
2023-05-27,428,179,11,5,,,,,,,,,,,,33,13,20,3,1,2,,,,,,
2023-05-28,430,181,12,6,,,,,,,,,,,,30,14,16,1,1,0,,,,,,
2023-05-29,440,186,13,7,,,,,,,,,,,,38,15,23,2,1,1,,,,,,
2023-05-30,431,181,13,8,,,,,,,,,,,,42,16,26,3,3,0,,,,,,
2023-05-31,429,181,13,9,,,,,,,,,,,,50,23,27,4,1,3,,,,,,
2023-06-01,423,171,13,8,,,,,,,,,,,,40,18,22,5,3,2,,,,,,
2023-06-02,424,167,13,8,,,,,,,,,,,,51,21,30,2,2,0,,,,,,
2023-06-03,408,160,11,9,,,,,,,,,,,,39,16,23,1,0,1,,,,,,
2023-06-04,408,159,9,8,,,,,,,,,,,,41,15,26,2,1,1,,,,,,
2023-06-05,413,162,12,11,,,,,,,,,,,,23,13,10,4,2,2,,,,,,
2023-06-06,400,152,12,11,,,,,,,,,,,,30,15,15,2,0,2,,,,,,
2023-06-07,385,147,10,10,,,,,,,,,,,,39,11,28,3,1,2,,,,,,
2023-06-08,375,140,10,10,,,,,,,,,,,,32,13,19,0,0,0,,,,,,
2023-06-09,362,132,8,7,,,,,,,,,,,,34,13,21,3,0,3,,,,,,
2023-06-10,353,130,8,6,,,,,,,,,,,,33,12,21,3,0,3,,,,,,
2023-06-11,352,130,7,5,,,,,,,,,,,,29,13,16,1,0,1,,,,,,
2023-06-12,357,131,8,4,,,,,,,,,,,,32,19,13,0,0,0,,,,,,
2023-06-13,350,129,9,3,,,,,,,,,,,,34,12,22,3,1,2,,,,,,
2023-06-14,350,132,9,4,,,,,,,,,,,,25,10,15,0,0,0,,,,,,
2023-06-15,342,128,10,4,,,,,,,,,,,,29,17,12,1,1,0,,,,,,
2023-06-16,333,120,11,5,,,,,,,,,,,,35,14,21,3,1,2,,,,,,
2023-06-17,329,122,10,5,,,,,,,,,,,,24,10,14,2,2,0,,,,,,
2023-06-18,327,118,8,3,,,,,,,,,,,,10,3,7,0,0,0,,,,,,
2023-06-19,334,125,9,4,,,,,,,,,,,,19,9,10,0,0,0,,,,,,
2023-06-20,327,126,9,4,,,,,,,,,,,,25,12,13,0,0,0,,,,,,
2023-06-21,326,132,9,6,,,,,,,,,,,,13,6,7,0,0,0,,,,,,
2023-06-22,326,130,8,5,,,,,,,,,,,,22,9,13,0,0,0,,,,,,
2023-06-23,318,125,9,6,,,,,,,,,,,,31,9,22,1,1,0,,,,,,
2023-06-24,306,123,7,3,,,,,,,,,,,,27,15,12,2,1,1,,,,,,
2023-06-25,308,126,6,3,,,,,,,,,,,,24,11,13,0,0,0,,,,,,
2023-06-26,313,127,5,3,,,,,,,,,,,,33,15,18,0,0,0,,,,,,
2023-06-27,305,122,6,4,,,,,,,,,,,,30,12,18,0,0,0,,,,,,
2023-06-28,293,117,3,3,,,,,,,,,,,,26,5,21,0,0,0,,,,,,
2023-06-29,294,118,4,4,,,,,,,,,,,,29,12,17,1,0,1,,,,,,
2023-06-30,287,117,3,3,,,,,,,,,,,,23,6,17,3,0,3,,,,,,
2023-07-01,284,117,4,4,,,,,,,,,,,,22,8,14,0,0,0,,,,,,
2023-07-02,278,110,3,3,,,,,,,,,,,,18,6,12,0,0,0,,,,,,
2023-07-03,286,115,3,3,,,,,,,,,,,,17,7,10,0,0,0,,,,,,
2023-07-04,282,113,4,3,,,,,,,,,,,,23,6,17,0,0,0,,,,,,
2023-07-05,274,104,5,3,,,,,,,,,,,,26,4,22,0,0,0,,,,,,
2023-07-06,269,101,5,3,,,,,,,,,,,,31,14,17,3,0,3,,,,,,
2023-07-07,269,102,3,2,,,,,,,,,,,,39,19,20,2,0,2,,,,,,
2023-07-08,264,100,4,2,,,,,,,,,,,,30,13,17,3,1,2,,,,,,
2023-07-09,258,99,4,2,,,,,,,,,,,,24,7,17,2,0,2,,,,,,
2023-07-10,262,102,7,3,,,,,,,,,,,,26,13,13,2,0,2,,,,,,
2023-07-11,257,98,7,3,,,,,,,,,,,,26,9,17,0,0,0,,,,,,
2023-07-12,256,97,6,2,,,,,,,,,,,,26,4,22,1,1,0,,,,,,
2023-07-13,246,94,6,3,,,,,,,,,,,,35,11,24,2,1,1,,,,,,
2023-07-14,244,94,6,4,,,,,,,,,,,,20,10,10,1,1,0,,,,,,
2023-07-15,242,89,8,4,,,,,,,,,,,,25,5,20,1,0,1,,,,,,
2023-07-16,242,90,8,4,,,,,,,,,,,,28,8,20,1,0,1,,,,,,
2023-07-17,245,92,7,3,,,,,,,,,,,,23,8,15,0,0,0,,,,,,
2023-07-18,245,95,6,3,,,,,,,,,,,,27,10,17,2,0,2,,,,,,
2023-07-19,241,94,6,4,,,,,,,,,,,,35,12,23,3,2,1,,,,,,
2023-07-20,243,97,6,5,,,,,,,,,,,,32,5,27,1,0,1,,,,,,
2023-07-21,241,94,5,5,,,,,,,,,,,,26,8,18,1,1,0,,,,,,
2023-07-22,237,91,5,4,,,,,,,,,,,,31,8,23,1,1,0,,,,,,
2023-07-23,245,97,7,4,,,,,,,,,,,,24,9,15,3,1,2,,,,,,
2023-07-24,256,102,7,4,,,,,,,,,,,,28,14,14,2,1,1,,,,,,
2023-07-25,253,101,7,4,,,,,,,,,,,,31,5,26,1,1,0,,,,,,
2023-07-26,254,99,4,3,,,,,,,,,,,,39,12,27,2,1,1,,,,,,
2023-07-27,257,102,4,3,,,,,,,,,,,,41,13,28,2,0,2,,,,,,
2023-07-28,256,106,4,3,,,,,,,,,,,,36,19,17,1,1,0,,,,,,
2023-07-29,251,103,4,3,,,,,,,,,,,,37,9,28,4,1,3,,,,,,
2023-07-30,260,108,4,3,,,,,,,,,,,,34,12,22,3,2,1,,,,,,
2023-07-31,260,106,4,3,,,,,,,,,,,,31,15,16,2,1,1,,,,,,
2023-08-01,262,107,5,5,,,,,,,,,,,,45,20,25,2,1,1,,,,,,
2023-08-02,260,103,5,4,,,,,,,,,,,,45,11,34,0,0,0,,,,,,
2023-08-03,256,102,5,4,,,,,,,,,,,,44,13,31,1,1,0,,,,,,
2023-08-04,251,96,4,3,,,,,,,,,,,,35,11,24,1,0,1,,,,,,
2023-08-05,247,94,5,3,,,,,,,,,,,,46,13,33,3,1,2,,,,,,
2023-08-06,250,100,4,2,,,,,,,,,,,,44,17,27,1,1,0,,,,,,
2023-08-07,249,99,4,2,,,,,,,,,,,,34,15,19,2,1,1,,,,,,
2023-08-08,254,102,3,2,,,,,,,,,,,,44,15,29,5,4,1,,,,,,
2023-08-09,252,104,5,4,,,,,,,,,,,,52,16,36,2,2,0,,,,,,
2023-08-10,247,100,5,4,,,,,,,,,,,,45,20,25,2,1,1,,,,,,
2023-08-11,253,103,6,4,,,,,,,,,,,,46,16,30,1,0,1,,,,,,
2023-08-12,250,101,5,3,,,,,,,,,,,,64,22,42,2,0,2,,,,,,
2023-08-13,256,103,5,2,,,,,,,,,,,,41,19,22,5,4,1,,,,,,
2023-08-14,269,108,5,2,,,,,,,,,,,,54,25,29,3,1,2,,,,,,
2023-08-15,264,99,7,3,,,,,,,,,,,,59,26,33,2,0,2,,,,,,
2023-08-16,260,97,7,3,,,,,,,,,,,,50,23,27,1,1,0,,,,,,
2023-08-17,271,99,7,5,,,,,,,,,,,,53,16,37,2,0,2,,,,,,
2023-08-18,264,98,7,5,,,,,,,,,,,,67,28,39,0,0,0,,,,,,
2023-08-19,261,95,5,3,,,,,,,,,,,,57,15,42,3,1,2,,,,,,
2023-08-20,268,99,6,4,,,,,,,,,,,,53,25,28,4,2,2,,,,,,
2023-08-21,275,105,5,4,,,,,,,,,,,,48,20,28,1,0,1,,,,,,
2023-08-22,275,,6,,,,,,,,,,,,,56,25,31,3,3,0,,,,,,
2023-08-23,271,,6,,,,,,,,,,,,,52,17,35,0,0,0,,,,,,
2023-08-24,275,,7,,,,,,,,,,,,,74,19,55,0,0,0,,,,,,
2023-08-25,274,,7,,,,,,,,,,,,,81,36,45,5,3,2,,,,,,
2023-08-26,274,,4,,,,,,,,,,,,,79,38,41,1,1,0,,,,,,
2023-08-27,284,,3,,,,,,,,,,,,,56,25,31,1,1,0,,,,,,
2023-08-28,278,,3,,,,,,,,,,,,,56,32,24,3,1,2,,,,,,
2023-08-29,,,,,,,,,,,,,,,,68,28,40,3,1,2,,,,,,
2023-08-30,,,,,,,,,,,,,,,,58,25,33,4,0,4,,,,,,
2023-08-31,,,,,,,,,,,,,,,,85,33,52,2,0,2,,,,,,
2023-09-01,,,,,,,,,,,,,,,,83,30,53,3,2,1,,,,,,
2023-09-02,,,,,,,,,,,,,,,,71,30,41,4,2,2,,,,,,
2023-09-03,,,,,,,,,,,,,,,,73,32,41,4,3,1,,,,,,
2023-09-04,,,,,,,,,,,,,,,,62,24,38,1,1,0,,,,,,
2023-09-05,,,,,,,,,,,,,,,,63,28,35,2,1,1,,,,,,
2023-09-06,,,,,,,,,,,,,,,,85,36,49,5,2,3,,,,,,
2023-09-07,,,,,,,,,,,,,,,,96,36,60,6,2,4,,,,,,
2023-09-08,,,,,,,,,,,,,,,,102,37,65,3,2,1,,,,,,
2023-09-09,,,,,,,,,,,,,,,,115,37,78,2,0,2,,,,,,
2023-09-10,,,,,,,,,,,,,,,,72,30,42,1,0,1,,,,,,
2023-09-11,,,,,,,,,,,,,,,,67,29,38,1,1,0,,,,,,
2023-09-12,,,,,,,,,,,,,,,,70,33,37,4,1,3,,,,,,
2023-09-13,,,,,,,,,,,,,,,,91,40,51,3,1,2,,,,,,
2023-09-14,,,,,,,,,,,,,,,,98,45,53,10,5,5,,,,,,
2023-09-15,,,,,,,,,,,,,,,,104,33,71,2,0,2,,,,,,
2023-09-16,,,,,,,,,,,,,,,,86,38,48,4,3,1,,,,,,
2023-09-17,,,,,,,,,,,,,,,,80,30,50,4,2,2,,,,,,
2023-09-18,,,,,,,,,,,,,,,,62,18,44,2,0,2,,,,,,
2023-09-19,,,,,,,,,,,,,,,,103,40,63,6,3,3,,,,,,
2023-09-20,,,,,,,,,,,,,,,,87,37,50,3,1,2,,,,,,
2023-09-21,,,,,,,,,,,,,,,,95,40,55,6,2,4,,,,,,
2023-09-22,,,,,,,,,,,,,,,,120,44,76,7,3,4,,,,,,
2023-09-23,,,,,,,,,,,,,,,,108,45,63,4,4,0,,,,,,
2023-09-24,,,,,,,,,,,,,,,,91,46,45,3,3,0,,,,,,
2023-09-25,,,,,,,,,,,,,,,,96,51,45,3,3,0,,,,,,
2023-09-26,,,,,,,,,,,,,,,,109,57,52,5,2,3,,,,,,
2023-09-27,,,,,,,,,,,,,,,,115,51,64,2,1,1,,,,,,
2023-09-28,,,,,,,,,,,,,,,,113,41,72,7,3,4,,,,,,
2023-09-29,,,,,,,,,,,,,,,,117,49,68,6,2,4,,,,,,
2023-09-30,,,,,,,,,,,,,,,,151,72,79,9,5,4,,,,,,
2023-10-01,,,,,,,,,,,,,,,,94,59,35,5,2,3,,,,,,
2023-10-02,,,,,,,,,,,,,,,,103,56,47,7,7,0,,,,,,
2023-10-03,,,,,,,,,,,,,,,,150,78,72,6,2,4,,,,,,
2023-10-04,,,,,,,,,,,,,,,,143,63,80,8,4,4,,,,,,
2023-10-05,,,,,,,,,,,,,,,,156,84,72,12,8,4,,,,,,
2023-10-06,,,,,,,,,,,,,,,,157,67,90,7,2,5,,,,,,
2023-10-07,,,,,,,,,,,,,,,,150,70,80,7,4,3,,,,,,
2023-10-08,,,,,,,,,,,,,,,,112,57,55,9,8,1,,,,,,
2023-10-09,,,,,,,,,,,,,,,,97,55,42,6,4,2,,,,,,
2023-10-10,,,,,,,,,,,,,,,,96,61,35,12,7,5,,,,,,
2023-10-11,,,,,,,,,,,,,,,,113,62,51,5,4,1,,,,,,
2023-10-12,,,,,,,,,,,,,,,,121,58,63,6,0,6,,,,,,
2023-10-13,,,,,,,,,,,,,,,,127,62,65,11,4,7,,,,,,
2023-10-14,,,,,,,,,,,,,,,,115,44,71,5,3,2,,,,,,
2023-10-15,,,,,,,,,,,,,,,,84,37,47,7,3,4,,,,,,
2023-10-16,,,,,,,,,,,,,,,,88,45,43,9,3,6,,,,,,
2023-10-17,,,,,,,,,,,,,,,,107,54,53,4,2,2,,,,,,
2023-10-18,,,,,,,,,,,,,,,,125,60,65,10,5,5,,,,,,
2023-10-19,,,,,,,,,,,,,,,,122,51,71,6,2,4,,,,,,
2023-10-20,,,,,,,,,,,,,,,,116,50,66,5,2,3,,,,,,
2023-10-21,,,,,,,,,,,,,,,,124,60,64,5,1,4,,,,,,
2023-10-22,,,,,,,,,,,,,,,,84,36,48,4,1,3,,,,,,
2023-10-23,,,,,,,,,,,,,,,,81,39,42,8,6,2,,,,,,
